order_id,customer_id,outlet_id,order_placed,order_confirmed,prep_started,prep_finished,served_time,status,num_items,total_price_lkr,payment_method,item_id,quantity,price_lkr_x,name_x,contact_no,gender,age,join_date,loyalty_group,estimated_total_spent_lkr,name_y,borough,capacity,opened,name,category,price_lkr_y,is_vegetarian,spice_level
O1156,C066,OUT03,2025-01-08T19:14:52,2025-01-08T19:17:39,2025-01-08T19:18:49,2025-01-08T19:36:49,2025-01-08T19:40:49,Completed,2,1879,Cash,M028,1,1120,Customer_66,74740036,M,58,2024-03-25,Regular,14755,Hillside - Kandy,Kandy,60,2020-02-15,Dish 28 (Beverage),Beverage,1120,True,Mild
O1157,C050,OUT03,2025-01-08T19:17:03,2025-01-08T19:19:45,2025-01-08T19:21:30,2025-01-08T19:34:30,2025-01-08T19:41:30,Completed,2,2251,Cash,M013,1,1570,Customer_50,72936571,M,63,2024-06-18,Returning,1993,Hillside - Kandy,Kandy,60,2020-02-15,Dish 13 (Dessert),Dessert,1570,True,Medium
O1157,C050,OUT03,2025-01-08T19:17:03,2025-01-08T19:19:45,2025-01-08T19:21:30,2025-01-08T19:34:30,2025-01-08T19:41:30,Completed,2,2251,Cash,M015,1,650,Customer_50,72936571,M,63,2024-06-18,Returning,1993,Hillside - Kandy,Kandy,60,2020-02-15,Dish 15 (Dessert),Dessert,650,True,Medium
O1158,C049,OUT03,2025-01-08T16:50:33,2025-01-08T16:52:14,2025-01-08T16:54:13,2025-01-08T17:15:13,2025-01-08T17:22:13,Completed,3,3505,Card,M006,1,620,Customer_49,76022741,Other,22,2023-06-26,None,0,Hillside - Kandy,Kandy,60,2020-02-15,Dish 6 (Main Course),Main Course,620,True,Mild
O1158,C049,OUT03,2025-01-08T16:50:33,2025-01-08T16:52:14,2025-01-08T16:54:13,2025-01-08T17:15:13,2025-01-08T17:22:13,Completed,3,3505,Card,M002,1,1730,Customer_49,76022741,Other,22,2023-06-26,None,0,Hillside - Kandy,Kandy,60,2020-02-15,Dish 2 (Beverage),Beverage,1730,True,Mild
O1158,C049,OUT03,2025-01-08T16:50:33,2025-01-08T16:52:14,2025-01-08T16:54:13,2025-01-08T17:15:13,2025-01-08T17:22:13,Completed,3,3505,Card,M024,1,910,Customer_49,76022741,Other,22,2023-06-26,None,0,Hillside - Kandy,Kandy,60,2020-02-15,Dish 24 (Beverage),Beverage,910,True,Hot
O1159,C082,OUT03,2025-01-08T13:19:54,2025-01-08T13:20:50,2025-01-08T13:22:19,2025-01-08T13:31:19,2025-01-08T13:40:19,Completed,2,2090,Card,M013,1,1570,Customer_82,76623525,M,68,2023-06-12,Occasional,6444,Hillside - Kandy,Kandy,60,2020-02-15,Dish 13 (Dessert),Dessert,1570,True,Medium
O1159,C082,OUT03,2025-01-08T13:19:54,2025-01-08T13:20:50,2025-01-08T13:22:19,2025-01-08T13:31:19,2025-01-08T13:40:19,Completed,2,2090,Card,M030,1,470,Customer_82,76623525,M,68,2023-06-12,Occasional,6444,Hillside - Kandy,Kandy,60,2020-02-15,Dish 30 (Beverage),Beverage,470,True,Mild
O1160,C058,OUT01,2025-01-09T19:13:21,2025-01-09T19:14:01,2025-01-09T19:15:28,2025-01-09T19:34:28,2025-01-09T19:36:28,Completed,1,1119,Online,M025,1,1040,Customer_58,73484601,F,24,2023-01-14,Occasional,11303,Ocean View - Galle,Galle,80,2019-05-10,Dish 25 (Fast Food),Fast Food,1040,True,Mild
O1161,C097,OUT01,2025-01-09T12:55:04,2025-01-09T12:56:12,2025-01-09T12:57:57,2025-01-09T13:22:57,2025-01-09T13:26:57,Completed,2,1519,Online,M006,1,620,Customer_97,77975534,M,29,2022-12-05,Occasional,10953,Ocean View - Galle,Galle,80,2019-05-10,Dish 6 (Main Course),Main Course,620,True,Mild
O1161,C097,OUT01,2025-01-09T12:55:04,2025-01-09T12:56:12,2025-01-09T12:57:57,2025-01-09T13:22:57,2025-01-09T13:26:57,Completed,2,1519,Online,M020,1,810,Customer_97,77975534,M,29,2022-12-05,Occasional,10953,Ocean View - Galle,Galle,80,2019-05-10,Dish 20 (Fast Food),Fast Food,810,True,Medium
O1162,C098,OUT01,2025-01-09T10:13:59,2025-01-09T10:15:07,2025-01-09T10:15:52,2025-01-09T10:38:52,2025-01-09T10:42:52,Completed,2,1747,Card,M017,1,830,Customer_98,71327691,Other,40,2023-03-07,Occasional,9052,Ocean View - Galle,Galle,80,2019-05-10,Dish 17 (Starter),Starter,830,False,Hot
O1162,C098,OUT01,2025-01-09T10:13:59,2025-01-09T10:15:07,2025-01-09T10:15:52,2025-01-09T10:38:52,2025-01-09T10:42:52,Completed,2,1747,Card,M023,1,810,Customer_98,71327691,Other,40,2023-03-07,Occasional,9052,Ocean View - Galle,Galle,80,2019-05-10,Dish 23 (Beverage),Beverage,810,True,Hot
O1163,C092,OUT01,2025-01-09T19:49:18,2025-01-09T19:51:15,2025-01-09T19:52:44,2025-01-09T20:17:44,2025-01-09T20:23:44,Completed,3,3344,Card,M010,1,1390,Customer_92,78963715,F,32,2022-06-12,Regular,16263,Ocean View - Galle,Galle,80,2019-05-10,Dish 10 (Fast Food),Fast Food,1390,False,Medium
O1163,C092,OUT01,2025-01-09T19:49:18,2025-01-09T19:51:15,2025-01-09T19:52:44,2025-01-09T20:17:44,2025-01-09T20:23:44,Completed,3,3344,Card,M013,1,1570,Customer_92,78963715,F,32,2022-06-12,Regular,16263,Ocean View - Galle,Galle,80,2019-05-10,Dish 13 (Dessert),Dessert,1570,True,Medium
O1163,C092,OUT01,2025-01-09T19:49:18,2025-01-09T19:51:15,2025-01-09T19:52:44,2025-01-09T20:17:44,2025-01-09T20:23:44,Completed,3,3344,Card,M030,1,470,Customer_92,78963715,F,32,2022-06-12,Regular,16263,Ocean View - Galle,Galle,80,2019-05-10,Dish 30 (Beverage),Beverage,470,True,Mild
O1164,C089,OUT01,2025-01-09T20:48:53,2025-01-09T20:50:34,2025-01-09T20:51:30,2025-01-09T21:10:30,2025-01-09T21:16:30,Completed,1,1562,Card,M026,1,1500,Customer_89,73036059,F,24,2022-09-13,Regular,23173,Ocean View - Galle,Galle,80,2019-05-10,Dish 26 (Dessert),Dessert,1500,False,Medium
O1165,C002,OUT02,2025-01-09T19:35:59,2025-01-09T19:38:48,2025-01-09T19:40:32,2025-01-09T20:01:32,2025-01-09T20:06:32,Completed,2,1569,Card,M014,1,700,Customer_2,78698256,M,32,2023-02-10,Regular,10898,City Square - Colombo,Colombo,120,2018-11-01,Dish 14 (Beverage),Beverage,700,False,Mild
O1165,C002,OUT02,2025-01-09T19:35:59,2025-01-09T19:38:48,2025-01-09T19:40:32,2025-01-09T20:01:32,2025-01-09T20:06:32,Completed,2,1569,Card,M017,1,830,Customer_2,78698256,M,32,2023-02-10,Regular,10898,City Square - Colombo,Colombo,120,2018-11-01,Dish 17 (Starter),Starter,830,False,Hot
O1166,C007,OUT02,2025-01-09T17:35:41,2025-01-09T17:37:27,2025-01-09T17:38:29,2025-01-09T18:01:29,2025-01-09T18:09:29,Completed,2,1923,Card,M022,1,600,Customer_7,78852574,Other,32,2023-01-26,Occasional,7907,City Square - Colombo,Colombo,120,2018-11-01,Dish 22 (Beverage),Beverage,600,True,Medium
O1166,C007,OUT02,2025-01-09T17:35:41,2025-01-09T17:37:27,2025-01-09T17:38:29,2025-01-09T18:01:29,2025-01-09T18:09:29,Completed,2,1923,Card,M003,1,1420,Customer_7,78852574,Other,32,2023-01-26,Occasional,7907,City Square - Colombo,Colombo,120,2018-11-01,Dish 3 (Fast Food),Fast Food,1420,True,Hot
O1167,C076,OUT02,2025-01-09T20:11:58,2025-01-09T20:14:36,2025-01-09T20:16:28,2025-01-09T20:25:28,2025-01-09T20:34:28,Completed,4,4053,Online,M018,1,1130,Customer_76,75960271,Other,24,2023-02-23,Occasional,4895,City Square - Colombo,Colombo,120,2018-11-01,Dish 18 (Fast Food),Fast Food,1130,True,Mild
O1167,C076,OUT02,2025-01-09T20:11:58,2025-01-09T20:14:36,2025-01-09T20:16:28,2025-01-09T20:25:28,2025-01-09T20:34:28,Completed,4,4053,Online,M024,1,910,Customer_76,75960271,Other,24,2023-02-23,Occasional,4895,City Square - Colombo,Colombo,120,2018-11-01,Dish 24 (Beverage),Beverage,910,True,Hot
O1167,C076,OUT02,2025-01-09T20:11:58,2025-01-09T20:14:36,2025-01-09T20:16:28,2025-01-09T20:25:28,2025-01-09T20:34:28,Completed,4,4053,Online,M005,1,620,Customer_76,75960271,Other,24,2023-02-23,Occasional,4895,City Square - Colombo,Colombo,120,2018-11-01,Dish 5 (Dessert),Dessert,620,True,Mild
O1167,C076,OUT02,2025-01-09T20:11:58,2025-01-09T20:14:36,2025-01-09T20:16:28,2025-01-09T20:25:28,2025-01-09T20:34:28,Completed,4,4053,Online,M009,1,1240,Customer_76,75960271,Other,24,2023-02-23,Occasional,4895,City Square - Colombo,Colombo,120,2018-11-01,Dish 9 (Dessert),Dessert,1240,False,Mild
O1168,C035,OUT02,2025-01-09T22:00:26,2025-01-09T22:01:21,2025-01-09T22:03:11,2025-01-09T22:18:11,2025-01-09T22:20:11,Completed,2,2037,Cash,M026,1,1500,Customer_35,77728339,M,26,2023-05-08,Occasional,3832,City Square - Colombo,Colombo,120,2018-11-01,Dish 26 (Dessert),Dessert,1500,False,Medium
O1168,C035,OUT02,2025-01-09T22:00:26,2025-01-09T22:01:21,2025-01-09T22:03:11,2025-01-09T22:18:11,2025-01-09T22:20:11,Completed,2,2037,Cash,M005,1,620,Customer_35,77728339,M,26,2023-05-08,Occasional,3832,City Square - Colombo,Colombo,120,2018-11-01,Dish 5 (Dessert),Dessert,620,True,Mild
O1169,C081,OUT02,2025-01-09T20:42:31,2025-01-09T20:42:55,2025-01-09T20:43:25,2025-01-09T21:08:25,2025-01-09T21:17:25,Completed,3,2339,Cash,M030,1,470,Customer_81,73846949,Other,21,2022-08-07,Occasional,6462,City Square - Colombo,Colombo,120,2018-11-01,Dish 30 (Beverage),Beverage,470,True,Mild
O1169,C081,OUT02,2025-01-09T20:42:31,2025-01-09T20:42:55,2025-01-09T20:43:25,2025-01-09T21:08:25,2025-01-09T21:17:25,Completed,3,2339,Cash,M016,1,660,Customer_81,73846949,Other,21,2022-08-07,Occasional,6462,City Square - Colombo,Colombo,120,2018-11-01,Dish 16 (Main Course),Main Course,660,False,Hot
O1169,C081,OUT02,2025-01-09T20:42:31,2025-01-09T20:42:55,2025-01-09T20:43:25,2025-01-09T21:08:25,2025-01-09T21:17:25,Completed,3,2339,Cash,M018,1,1130,Customer_81,73846949,Other,21,2022-08-07,Occasional,6462,City Square - Colombo,Colombo,120,2018-11-01,Dish 18 (Fast Food),Fast Food,1130,True,Mild
O1170,C026,OUT02,2025-01-09T19:01:32,2025-01-09T19:03:42,2025-01-09T19:04:34,2025-01-09T19:15:34,2025-01-09T19:17:34,Completed,2,2028,Cash,M004,1,1240,Customer_26,78930103,M,66,2024-01-11,Regular,23671,City Square - Colombo,Colombo,120,2018-11-01,Dish 4 (Starter),Starter,1240,True,Hot
O1170,C026,OUT02,2025-01-09T19:01:32,2025-01-09T19:03:42,2025-01-09T19:04:34,2025-01-09T19:15:34,2025-01-09T19:17:34,Completed,2,2028,Cash,M016,1,660,Customer_26,78930103,M,66,2024-01-11,Regular,23671,City Square - Colombo,Colombo,120,2018-11-01,Dish 16 (Main Course),Main Course,660,False,Hot
O1171,C032,OUT02,2025-01-09T19:17:50,2025-01-09T19:19:51,2025-01-09T19:20:31,2025-01-09T19:39:31,2025-01-09T19:46:31,Completed,2,2325,Cash,M013,1,1570,Customer_32,72264748,F,67,2022-09-13,Regular,11351,City Square - Colombo,Colombo,120,2018-11-01,Dish 13 (Dessert),Dessert,1570,True,Medium
O1171,C032,OUT02,2025-01-09T19:17:50,2025-01-09T19:19:51,2025-01-09T19:20:31,2025-01-09T19:39:31,2025-01-09T19:46:31,Completed,2,2325,Cash,M027,1,680,Customer_32,72264748,F,67,2022-09-13,Regular,11351,City Square - Colombo,Colombo,120,2018-11-01,Dish 27 (Starter),Starter,680,True,Hot
O1172,C041,OUT02,2025-01-09T12:41:54,2025-01-09T12:42:22,2025-01-09T12:43:03,2025-01-09T13:03:03,2025-01-09T13:10:03,Completed,2,1185,Card,M011,1,430,Customer_41,77774229,M,52,2023-11-23,Regular,19015,City Square - Colombo,Colombo,120,2018-11-01,Dish 11 (Beverage),Beverage,430,True,Mild
O1172,C041,OUT02,2025-01-09T12:41:54,2025-01-09T12:42:22,2025-01-09T12:43:03,2025-01-09T13:03:03,2025-01-09T13:10:03,Completed,2,1185,Card,M023,1,810,Customer_41,77774229,M,52,2023-11-23,Regular,19015,City Square - Colombo,Colombo,120,2018-11-01,Dish 23 (Beverage),Beverage,810,True,Hot
O1173,C055,OUT02,2025-01-09T11:31:54,2025-01-09T11:34:05,2025-01-09T11:35:57,2025-01-09T11:53:57,2025-01-09T12:03:57,Completed,3,2825,Online,M024,1,910,Customer_55,73710895,Other,44,2023-10-15,Regular,13286,City Square - Colombo,Colombo,120,2018-11-01,Dish 24 (Beverage),Beverage,910,True,Hot
O1173,C055,OUT02,2025-01-09T11:31:54,2025-01-09T11:34:05,2025-01-09T11:35:57,2025-01-09T11:53:57,2025-01-09T12:03:57,Completed,3,2825,Online,M008,1,1610,Customer_55,73710895,Other,44,2023-10-15,Regular,13286,City Square - Colombo,Colombo,120,2018-11-01,Dish 8 (Fast Food),Fast Food,1610,False,Mild
O1173,C055,OUT02,2025-01-09T11:31:54,2025-01-09T11:34:05,2025-01-09T11:35:57,2025-01-09T11:53:57,2025-01-09T12:03:57,Completed,3,2825,Online,M011,1,430,Customer_55,73710895,Other,44,2023-10-15,Regular,13286,City Square - Colombo,Colombo,120,2018-11-01,Dish 11 (Beverage),Beverage,430,True,Mild
O1174,C044,OUT03,2025-01-09T13:13:57,2025-01-09T13:16:42,2025-01-09T13:18:12,2025-01-09T13:34:12,2025-01-09T13:35:12,Completed,1,1101,Card,M028,1,1120,Customer_44,77640184,M,58,2022-11-18,Occasional,6558,Hillside - Kandy,Kandy,60,2020-02-15,Dish 28 (Beverage),Beverage,1120,True,Mild
O1175,C022,OUT03,2025-01-09T12:11:59,2025-01-09T12:13:39,2025-01-09T12:14:11,2025-01-09T12:28:11,2025-01-09T12:38:11,Completed,3,3673,Online,M018,1,1130,Customer_22,71352896,Other,51,2022-08-19,Returning,2117,Hillside - Kandy,Kandy,60,2020-02-15,Dish 18 (Fast Food),Fast Food,1130,True,Mild
O1175,C022,OUT03,2025-01-09T12:11:59,2025-01-09T12:13:39,2025-01-09T12:14:11,2025-01-09T12:28:11,2025-01-09T12:38:11,Completed,3,3673,Online,M026,1,1500,Customer_22,71352896,Other,51,2022-08-19,Returning,2117,Hillside - Kandy,Kandy,60,2020-02-15,Dish 26 (Dessert),Dessert,1500,False,Medium
O1175,C022,OUT03,2025-01-09T12:11:59,2025-01-09T12:13:39,2025-01-09T12:14:11,2025-01-09T12:28:11,2025-01-09T12:38:11,Completed,3,3673,Online,M019,1,1000,Customer_22,71352896,Other,51,2022-08-19,Returning,2117,Hillside - Kandy,Kandy,60,2020-02-15,Dish 19 (Fast Food),Fast Food,1000,False,Mild
O1176,C085,OUT03,2025-01-09T14:10:36,2025-01-09T14:11:57,2025-01-09T14:13:39,2025-01-09T14:33:39,2025-01-09T14:42:39,Completed,1,1523,Card,M003,1,1420,Customer_85,77953166,Other,52,2024-02-26,Returning,1876,Hillside - Kandy,Kandy,60,2020-02-15,Dish 3 (Fast Food),Fast Food,1420,True,Hot
O1177,C046,OUT03,2025-01-09T21:05:32,2025-01-09T21:07:20,2025-01-09T21:07:56,2025-01-09T21:18:56,2025-01-09T21:25:56,Completed,2,2131,Cash,M008,1,1610,Customer_46,72229110,Other,29,2023-07-31,Regular,20393,Hillside - Kandy,Kandy,60,2020-02-15,Dish 8 (Fast Food),Fast Food,1610,False,Mild
O1177,C046,OUT03,2025-01-09T21:05:32,2025-01-09T21:07:20,2025-01-09T21:07:56,2025-01-09T21:18:56,2025-01-09T21:25:56,Completed,2,2131,Cash,M022,1,600,Customer_46,72229110,Other,29,2023-07-31,Regular,20393,Hillside - Kandy,Kandy,60,2020-02-15,Dish 22 (Beverage),Beverage,600,True,Medium
O1178,C071,OUT03,2025-01-09T19:25:49,2025-01-09T19:27:32,2025-01-09T19:28:05,2025-01-09T19:44:05,2025-01-09T19:52:05,Completed,4,3867,Card,M028,1,1120,Customer_71,79580255,M,40,2023-03-23,Occasional,5120,Hillside - Kandy,Kandy,60,2020-02-15,Dish 28 (Beverage),Beverage,1120,True,Mild
O1178,C071,OUT03,2025-01-09T19:25:49,2025-01-09T19:27:32,2025-01-09T19:28:05,2025-01-09T19:44:05,2025-01-09T19:52:05,Completed,4,3867,Card,M003,1,1420,Customer_71,79580255,M,40,2023-03-23,Occasional,5120,Hillside - Kandy,Kandy,60,2020-02-15,Dish 3 (Fast Food),Fast Food,1420,True,Hot
O1178,C071,OUT03,2025-01-09T19:25:49,2025-01-09T19:27:32,2025-01-09T19:28:05,2025-01-09T19:44:05,2025-01-09T19:52:05,Completed,4,3867,Card,M023,1,810,Customer_71,79580255,M,40,2023-03-23,Occasional,5120,Hillside - Kandy,Kandy,60,2020-02-15,Dish 23 (Beverage),Beverage,810,True,Hot
O1178,C071,OUT03,2025-01-09T19:25:49,2025-01-09T19:27:32,2025-01-09T19:28:05,2025-01-09T19:44:05,2025-01-09T19:52:05,Completed,4,3867,Card,M007,1,480,Customer_71,79580255,M,40,2023-03-23,Occasional,5120,Hillside - Kandy,Kandy,60,2020-02-15,Dish 7 (Starter),Starter,480,True,Hot
O1179,C069,OUT01,2025-01-10T20:05:49,2025-01-10T20:08:47,2025-01-10T20:09:54,2025-01-10T20:24:54,2025-01-10T20:26:54,Completed,3,2627,Cash,M020,1,810,Customer_69,73995870,Other,32,2024-06-17,Regular,8432,Ocean View - Galle,Galle,80,2019-05-10,Dish 20 (Fast Food),Fast Food,810,True,Medium
O1179,C069,OUT01,2025-01-10T20:05:49,2025-01-10T20:08:47,2025-01-10T20:09:54,2025-01-10T20:24:54,2025-01-10T20:26:54,Completed,3,2627,Cash,M009,1,1240,Customer_69,73995870,Other,32,2024-06-17,Regular,8432,Ocean View - Galle,Galle,80,2019-05-10,Dish 9 (Dessert),Dessert,1240,False,Mild
O1179,C069,OUT01,2025-01-10T20:05:49,2025-01-10T20:08:47,2025-01-10T20:09:54,2025-01-10T20:24:54,2025-01-10T20:26:54,Completed,3,2627,Cash,M027,1,680,Customer_69,73995870,Other,32,2024-06-17,Regular,8432,Ocean View - Galle,Galle,80,2019-05-10,Dish 27 (Starter),Starter,680,True,Hot
O1180,C040,OUT01,2025-01-10T21:24:20,2025-01-10T21:26:12,2025-01-10T21:26:55,2025-01-10T21:36:55,2025-01-10T21:37:55,Completed,3,4006,Card,M008,1,1610,Customer_40,74117625,M,54,2024-09-10,Occasional,12388,Ocean View - Galle,Galle,80,2019-05-10,Dish 8 (Fast Food),Fast Food,1610,False,Mild
O1180,C040,OUT01,2025-01-10T21:24:20,2025-01-10T21:26:12,2025-01-10T21:26:55,2025-01-10T21:36:55,2025-01-10T21:37:55,Completed,3,4006,Card,M004,1,1240,Customer_40,74117625,M,54,2024-09-10,Occasional,12388,Ocean View - Galle,Galle,80,2019-05-10,Dish 4 (Starter),Starter,1240,True,Hot
O1180,C040,OUT01,2025-01-10T21:24:20,2025-01-10T21:26:12,2025-01-10T21:26:55,2025-01-10T21:36:55,2025-01-10T21:37:55,Completed,3,4006,Card,M018,1,1130,Customer_40,74117625,M,54,2024-09-10,Occasional,12388,Ocean View - Galle,Galle,80,2019-05-10,Dish 18 (Fast Food),Fast Food,1130,True,Mild
O1181,C006,OUT01,2025-01-10T12:11:27,2025-01-10T12:13:41,2025-01-10T12:15:22,2025-01-10T12:40:22,2025-01-10T12:49:22,Completed,2,1787,Cash,M005,1,620,Customer_6,78082668,Other,20,2022-06-13,Regular,17394,Ocean View - Galle,Galle,80,2019-05-10,Dish 5 (Dessert),Dessert,620,True,Mild
O1181,C006,OUT01,2025-01-10T12:11:27,2025-01-10T12:13:41,2025-01-10T12:15:22,2025-01-10T12:40:22,2025-01-10T12:49:22,Completed,2,1787,Cash,M009,1,1240,Customer_6,78082668,Other,20,2022-06-13,Regular,17394,Ocean View - Galle,Galle,80,2019-05-10,Dish 9 (Dessert),Dessert,1240,False,Mild
O1182,C040,OUT01,2025-01-10T19:55:24,2025-01-10T19:55:47,2025-01-10T19:56:54,2025-01-10T20:17:54,2025-01-10T20:24:54,Completed,2,3259,Card,M003,1,1420,Customer_40,74117625,M,54,2024-09-10,Occasional,12388,Ocean View - Galle,Galle,80,2019-05-10,Dish 3 (Fast Food),Fast Food,1420,True,Hot
O1182,C040,OUT01,2025-01-10T19:55:24,2025-01-10T19:55:47,2025-01-10T19:56:54,2025-01-10T20:17:54,2025-01-10T20:24:54,Completed,2,3259,Card,M012,1,1760,Customer_40,74117625,M,54,2024-09-10,Occasional,12388,Ocean View - Galle,Galle,80,2019-05-10,Dish 12 (Beverage),Beverage,1760,True,Mild
O1183,C025,OUT01,2025-01-10T13:36:33,2025-01-10T13:37:36,2025-01-10T13:39:33,2025-01-10T13:59:33,2025-01-10T14:02:33,Completed,2,1818,Card,M007,1,480,Customer_25,79143903,M,50,2022-09-01,Occasional,5449,Ocean View - Galle,Galle,80,2019-05-10,Dish 7 (Starter),Starter,480,True,Hot
O1183,C025,OUT01,2025-01-10T13:36:33,2025-01-10T13:37:36,2025-01-10T13:39:33,2025-01-10T13:59:33,2025-01-10T14:02:33,Completed,2,1818,Card,M004,1,1240,Customer_25,79143903,M,50,2022-09-01,Occasional,5449,Ocean View - Galle,Galle,80,2019-05-10,Dish 4 (Starter),Starter,1240,True,Hot
O1184,C068,OUT01,2025-01-10T20:17:26,2025-01-10T20:19:02,2025-01-10T20:20:33,2025-01-10T20:30:33,2025-01-10T20:36:33,Completed,2,1902,Cash,M015,1,650,Customer_68,79996207,F,17,2023-06-06,Occasional,6107,Ocean View - Galle,Galle,80,2019-05-10,Dish 15 (Dessert),Dessert,650,True,Medium
O1184,C068,OUT01,2025-01-10T20:17:26,2025-01-10T20:19:02,2025-01-10T20:20:33,2025-01-10T20:30:33,2025-01-10T20:36:33,Completed,2,1902,Cash,M028,1,1120,Customer_68,79996207,F,17,2023-06-06,Occasional,6107,Ocean View - Galle,Galle,80,2019-05-10,Dish 28 (Beverage),Beverage,1120,True,Mild
O1185,C027,OUT01,2025-01-10T13:29:06,2025-01-10T13:30:00,2025-01-10T13:31:08,2025-01-10T13:39:08,2025-01-10T13:46:08,Completed,3,2804,Card,M024,1,910,Customer_27,72582524,M,58,2024-04-06,Occasional,3801,Ocean View - Galle,Galle,80,2019-05-10,Dish 24 (Beverage),Beverage,910,True,Hot
O1185,C027,OUT01,2025-01-10T13:29:06,2025-01-10T13:30:00,2025-01-10T13:31:08,2025-01-10T13:39:08,2025-01-10T13:46:08,Completed,3,2804,Card,M023,1,810,Customer_27,72582524,M,58,2024-04-06,Occasional,3801,Ocean View - Galle,Galle,80,2019-05-10,Dish 23 (Beverage),Beverage,810,True,Hot
O1185,C027,OUT01,2025-01-10T13:29:06,2025-01-10T13:30:00,2025-01-10T13:31:08,2025-01-10T13:39:08,2025-01-10T13:46:08,Completed,3,2804,Card,M025,1,1040,Customer_27,72582524,M,58,2024-04-06,Occasional,3801,Ocean View - Galle,Galle,80,2019-05-10,Dish 25 (Fast Food),Fast Food,1040,True,Mild
O1186,C064,OUT01,2025-01-10T19:27:52,2025-01-10T19:30:44,2025-01-10T19:31:31,2025-01-10T19:48:31,2025-01-10T19:54:31,Completed,2,1398,Card,M016,1,660,Customer_64,72813543,F,18,2022-09-12,Occasional,5262,Ocean View - Galle,Galle,80,2019-05-10,Dish 16 (Main Course),Main Course,660,False,Hot
O1186,C064,OUT01,2025-01-10T19:27:52,2025-01-10T19:30:44,2025-01-10T19:31:31,2025-01-10T19:48:31,2025-01-10T19:54:31,Completed,2,1398,Card,M027,1,680,Customer_64,72813543,F,18,2022-09-12,Occasional,5262,Ocean View - Galle,Galle,80,2019-05-10,Dish 27 (Starter),Starter,680,True,Hot
O1187,C009,OUT01,2025-01-10T20:20:18,2025-01-10T20:22:43,2025-01-10T20:24:26,2025-01-10T20:39:26,2025-01-10T20:45:26,Completed,2,2877,Online,M009,1,1240,Customer_9,75476583,Other,37,2023-11-30,Regular,19631,Ocean View - Galle,Galle,80,2019-05-10,Dish 9 (Dessert),Dessert,1240,False,Mild
O1187,C009,OUT01,2025-01-10T20:20:18,2025-01-10T20:22:43,2025-01-10T20:24:26,2025-01-10T20:39:26,2025-01-10T20:45:26,Completed,2,2877,Online,M026,1,1500,Customer_9,75476583,Other,37,2023-11-30,Regular,19631,Ocean View - Galle,Galle,80,2019-05-10,Dish 26 (Dessert),Dessert,1500,False,Medium
O1188,C068,OUT02,2025-01-10T13:37:34,2025-01-10T13:38:40,2025-01-10T13:40:37,2025-01-10T14:05:37,2025-01-10T14:06:37,Completed,3,2470,Card,M017,1,830,Customer_68,79996207,F,17,2023-06-06,Occasional,6107,City Square - Colombo,Colombo,120,2018-11-01,Dish 17 (Starter),Starter,830,False,Hot
O1188,C068,OUT02,2025-01-10T13:37:34,2025-01-10T13:38:40,2025-01-10T13:40:37,2025-01-10T14:05:37,2025-01-10T14:06:37,Completed,3,2470,Card,M024,1,910,Customer_68,79996207,F,17,2023-06-06,Occasional,6107,City Square - Colombo,Colombo,120,2018-11-01,Dish 24 (Beverage),Beverage,910,True,Hot
O1188,C068,OUT02,2025-01-10T13:37:34,2025-01-10T13:38:40,2025-01-10T13:40:37,2025-01-10T14:05:37,2025-01-10T14:06:37,Completed,3,2470,Card,M016,1,660,Customer_68,79996207,F,17,2023-06-06,Occasional,6107,City Square - Colombo,Colombo,120,2018-11-01,Dish 16 (Main Course),Main Course,660,False,Hot
O1189,C057,OUT02,2025-01-10T19:53:44,2025-01-10T19:54:21,2025-01-10T19:55:43,2025-01-10T20:18:43,2025-01-10T20:21:43,Completed,2,2032,Cash,M030,1,470,Customer_57,73500715,Other,18,2024-06-23,Regular,14282,City Square - Colombo,Colombo,120,2018-11-01,Dish 30 (Beverage),Beverage,470,True,Mild
O1189,C057,OUT02,2025-01-10T19:53:44,2025-01-10T19:54:21,2025-01-10T19:55:43,2025-01-10T20:18:43,2025-01-10T20:21:43,Completed,2,2032,Cash,M026,1,1500,Customer_57,73500715,Other,18,2024-06-23,Regular,14282,City Square - Colombo,Colombo,120,2018-11-01,Dish 26 (Dessert),Dessert,1500,False,Medium
O1190,C068,OUT02,2025-01-10T22:24:04,2025-01-10T22:26:18,2025-01-10T22:28:04,2025-01-10T22:51:04,2025-01-10T23:01:04,Completed,4,4654,Card,M021,1,1260,Customer_68,79996207,F,17,2023-06-06,Occasional,6107,City Square - Colombo,Colombo,120,2018-11-01,Dish 21 (Beverage),Beverage,1260,False,Hot
O1190,C068,OUT02,2025-01-10T22:24:04,2025-01-10T22:26:18,2025-01-10T22:28:04,2025-01-10T22:51:04,2025-01-10T23:01:04,Completed,4,4654,Card,M025,1,1040,Customer_68,79996207,F,17,2023-06-06,Occasional,6107,City Square - Colombo,Colombo,120,2018-11-01,Dish 25 (Fast Food),Fast Food,1040,True,Mild
O1190,C068,OUT02,2025-01-10T22:24:04,2025-01-10T22:26:18,2025-01-10T22:28:04,2025-01-10T22:51:04,2025-01-10T23:01:04,Completed,4,4654,Card,M020,1,810,Customer_68,79996207,F,17,2023-06-06,Occasional,6107,City Square - Colombo,Colombo,120,2018-11-01,Dish 20 (Fast Food),Fast Food,810,True,Medium
